SpeSpecimenNo,SpeSpecimenNoText,RLBCataloguedByRef.NamFirst,RLBCataloguedByRef.NamLast,RLBDateCatalogued,Column,Column2,IdeTaxonRef_tab(1).ClaGenus,IdeTaxonRef_tab(1).ClaSpecies,Column3,Column4,SitSiteRef_tab(1).RLBDepositNo,RLBRemarks,SitSiteRef_tab(1).RLBCoordinates_tab(1),RLBGHancockCollGrid2,SitSiteRef_tab(1).RLBDepth1,RLBGHancockCollDepth2,RLBRemarks2,RLBGCollectedByInitials,RLBGCollectedByName,IdeIdentifiedByParty_tab(1),IdeDateIdentified0,RLBGroup,RLBElementPart,SpeSide,RLBElementNo,RLBElement,RLBSubElement,RLBEleRemarks,RLBOntogeneticAge,SpePublicationRemarks,RLBDateCollected,Column5,IdeTaxonRef_tab(1).SecDepartment_tab(1),IdeFiledAs_tab(1),SitSiteRef_tab(1).RLBCollection,ColDivision,ColDepartment
Project Acronym,Catalog number,Cataloger First Name,Cataloger Last Name,Date cataloged,higher taxonomic designation,IRN taxonmy,Scientific Name Genus,Scientific Name Species,taxonomy questions,Sites IRN,Pit No.,General locality,Grid No. (1),Grid No. (2),Depth 1,Depth 2,Locality Remarks,Collector initials,Collector name,Identified by,Identified date,Element Group,Element part,Element side,Element No.,Element,Sub-Element,Element remarks,Ontogenetic age,"General publication remarks; author, date, journal title, volume",Date collected (true value),Additional notes that do not fit in other fields,Department (always Rancho La Brea),Filed as (always yes),Collection,Division,Department
HC,17539.0,Mary ,Romig,1984-12-11T00:00:00Z,,4111.0,Equus,occidentalis,,2435.0,2.0,,,,9.0,,,MFP,Museum Field Party,,,cranial,,lt,,maxilla,,w jugal,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13155.0,Mary ,Romig,1984-08-03T00:00:00Z,,4101.0,Canis,dirus,,408.0,2.0,,,,10.0,,,MFP,Museum Field Party,,,appendicular,,,,terminal phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19643.0,Mary ,Romig,1985-02-28T00:00:00Z,,4101.0,Canis,dirus,,408.0,2.0,,,,10.0,,,MFP,Museum Field Party,,,axial,,,,thoracic vertebra,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16090.0,Mary ,Romig,1984-11-07T00:00:00Z,,4182.0,Panthera,atrox,,408.0,2.0,,,,10.0,,,MFP,Museum Field Party,,,hindlimb,,lt,1st,tarsal phalanx,digit V,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19323.0,Mary ,Romig,1985-02-12T00:00:00Z,,4101.0,Canis,dirus,,409.0,2.0,,,,12.0,,,MFP,Museum Field Party,,,axial,,,I,thoracic vertebra,,w broken neural spine,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14343.0,Mary ,Romig,1984-09-18T00:00:00Z,,4119.0,Mammalia,,questionable taxon,409.0,2.0,,,,12.0,,,MFP,Museum Field Party,,,axial,,lt,,rib,,frag; path,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14478.0,Mary ,Romig,1984-10-08T00:00:00Z,,4119.0,Mammalia,,questionable taxon,409.0,2.0,,,,12.0,,,MFP,Museum Field Party,,,axial,,,,costal cartilage,,ossified,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12042.0,Mary ,Romig,1984-05-15T00:00:00Z,,4109.0,Paramylodon,harlani,,409.0,2.0,,,,12.0,,,MFP,Museum Field Party,,,hindlimb,ant diaph of,rt,,calcaneum,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12043.0,Mary ,Romig,1984-05-15T00:00:00Z,,4109.0,Paramylodon,harlani,,409.0,2.0,,,,12.0,,,MFP,Museum Field Party,,,hindlimb,ant diaph of,rt,,calcaneum,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,10750.0,Mary ,Romig,1984-02-21T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,forelimb,dist epiph of,rt,,humerus,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11045.0,Mary ,Romig,1984-03-21T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,forelimb,diaph of,lt,,ulna,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11046.0,Mary ,Romig,1984-03-21T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,forelimb,dist epiph of,lt,,ulna,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11047.0,Mary ,Romig,1984-03-21T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,forelimb,dist epiph of,lt,,ulna,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11048.0,Mary ,Romig,1984-03-21T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,forelimb,dist epiph of,lt,,ulna,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11175.0,Mary ,Romig,1984-03-23T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,forelimb,dist,rt,,ulna,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12540.0,Mary ,Romig,1984-06-21T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,box #67,MFP,Museum Field Party,,,cranial,post,lt,,skull,,path;,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12761.0,Mary ,Romig,1984-06-28T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,caved,MFP,Museum Field Party,,,hindlimb,,lt,,femur,,w/o head epiph; ,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13523.0,Mary ,Romig,1984-08-16T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,10.0,,MFP,Museum Field Party,,,forelimb,,lt,V,metacarpal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14311.0,Mary ,Romig,1984-09-17T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,caved,MFP,Museum Field Party,,,hindlimb,,lt,,lateral fabella,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15055.0,Mary ,Romig,1984-10-17T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,V,metatarsal,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15624.0,Mary ,Romig,1984-10-29T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,caved,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17178.0,Mary ,Romig,1984-12-03T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,appendicular,,,2nd,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17966.0,Mary ,Romig,1985-01-02T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,appendicular,dist epiph of,,,metapodial,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19463.0,Mary ,Romig,1985-02-21T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,caved,MFP,Museum Field Party,,,axial,,,II,thoracic vertebra,,w broken neural spine,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19465.0,Mary ,Romig,1985-02-21T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,caved,MFP,Museum Field Party,,,axial,,,II,thoracic vertebra,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19639.0,Mary ,Romig,1985-02-28T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,axial,,,,thoracic vertebra,,w broken processes,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19640.0,Mary ,Romig,1985-02-28T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,caved,MFP,Museum Field Party,,,axial,,,,thoracic vertebra,,w broken processes,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19933.0,Mary ,Romig,1985-03-15T00:00:00Z,,4101.0,Canis,dirus,,412.0,2.0,General locality,,,,,caved,MFP,Museum Field Party,,,axial,,,XI,thoracic vertebra,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13828.0,Mary ,Romig,1984-08-27T00:00:00Z,,4182.0,Panthera,atrox,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,axial,,lt,I,rib,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13843.0,Mary ,Romig,1984-08-28T00:00:00Z,,4182.0,Panthera,atrox,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,axial,,rt,XI,rib,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15561.0,Mary ,Romig,1984-10-26T00:00:00Z,,4182.0,Panthera,atrox,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,hindlimb,,lt,,navicular,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,10947.0,Mary ,Romig,1984-03-14T00:00:00Z,,4150.0,Smilodon,fatalis,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,axial,,,I,lumbar vertebra,,w broken processes; path; same ind. as LACMHC 11279;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11279.0,Mary ,Romig,1984-03-28T00:00:00Z,,4150.0,Smilodon,fatalis,,412.0,2.0,General locality,,,,10.0,,MFP,Museum Field Party,,,axial,,,II,lumbar vertebra,,w broken rt. anapoph; path; same ind. as LACMHA 10947 ,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12419.0,Mary ,Romig,1984-06-18T00:00:00Z,,4150.0,Smilodon,fatalis,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,axial,,,,sacrum,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12718.0,Mary ,Romig,1984-06-27T00:00:00Z,,4150.0,Smilodon,fatalis,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,axial,,,III,sacral vertebra,,III sacral to I caudal; path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12952.0,Mary ,Romig,1984-07-20T00:00:00Z,,4150.0,Smilodon,fatalis,,412.0,2.0,General locality,,,,10.0,,MFP,Museum Field Party,,,axial,,,,sternebra,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13010.0,Mary ,Romig,1984-07-23T00:00:00Z,,4150.0,Smilodon,fatalis,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,axial,prox,rt,X,rib,,path; ,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13598.0,Mary ,Romig,1984-08-20T00:00:00Z,,4150.0,Smilodon,fatalis,,412.0,2.0,General locality,,,,,,MFP,Museum Field Party,,,axial,,lt,X,rib,,path; ,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14213.0,Mary ,Romig,1984-09-11T00:00:00Z,,4150.0,Smilodon,fatalis,,412.0,2.0,General locality,,,,10.0,,MFP,Museum Field Party,,,axial,prox,lt,XII,rib,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14477.0,Mary ,Romig,1984-10-08T00:00:00Z,,4150.0,Smilodon,fatalis,,412.0,2.0,General locality,,,,10.0,"and 2, T-22, 19'",MFP,Museum Field Party,,,axial,dist,,,rib,,w costal cartilage; path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15639.0,Mary ,Romig,1984-10-29T00:00:00Z,,4101.0,Canis,dirus,,437.0,3.0,,C-1,,10.0,12.0,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15661.0,Mary ,Romig,1984-10-29T00:00:00Z,,4101.0,Canis,dirus,,437.0,3.0,,C-1,,10.0,12.0,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,10972.0,Mary ,Romig,1984-03-14T00:00:00Z,,4150.0,Smilodon,fatalis,,,3.0,,C-10,,13.0,17.0,,MFP,Museum Field Party,,,axial,,,I,lumbar vertebra,,w broken transverse process; path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19882.0,Mary ,Romig,1985-03-14T00:00:00Z,,4101.0,Canis,dirus,,4670.0,3.0,,C-2,,6.5,,,MFP,Museum Field Party,,,axial,,,X,thoracic vertebra,,w broken processes,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14718.0,Mary ,Romig,1984-10-12T00:00:00Z,,4182.0,Panthera,atrox,,4670.0,3.0,,C-2,,6.5,,,MFP,Museum Field Party,,,forelimb,,rt,,pisiform,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15220.0,Mary ,Romig,1984-10-19T00:00:00Z,,4182.0,Panthera,atrox,,4670.0,3.0,,C-2,,6.5,,,MFP,Museum Field Party,,,forelimb,,rt,1st,carpal phalanx,digit 1,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13636.0,Mary ,Romig,1984-08-20T00:00:00Z,,4150.0,Smilodon,fatalis,,447.0,3.0,,C-2,,7.0,,,MFP,Museum Field Party,,,axial,prox,lt,V,rib,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14901.0,Mary ,Romig,1984-10-16T00:00:00Z,,4182.0,Panthera,atrox,,2462.0,3.0,,C-2,,9.5,,,MFP,Museum Field Party,,,forelimb,,lt,,trapezoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13526.0,Mary ,Romig,1984-08-16T00:00:00Z,,4101.0,Canis,dirus,,440.0,3.0,,C-2,,,,"and 3, E-2+3",MFP,Museum Field Party,,,forelimb,,lt,V,metacarpal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18008.0,Mary ,Romig,1985-01-03T00:00:00Z,,4101.0,Canis,dirus,,440.0,3.0,,C-2,,,,,MFP,Museum Field Party,,,hindlimb,dist,rt,II,metatarsal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15087.0,Mary ,Romig,1984-10-17T00:00:00Z,,4111.0,Equus,occidentalis,,473.0,3.0,,C-3,,4.0,6.0,,MFP,Museum Field Party,,,cranial,,rt,,maxilla,,w palatine; w DP2-4/;P1/; possibly same indiv as LACMHC 15086,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17734.0,Mary ,Romig,1984-12-20T00:00:00Z,,4111.0,Equus,occidentalis,,473.0,3.0,,C-3,,4.0,6.0,,MFP,Museum Field Party,,,cranial,,lt,,premaxilla,,w DI3/;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17851.0,Mary ,Romig,1984-12-27T00:00:00Z,,4111.0,Equus,occidentalis,,473.0,3.0,,C-3,,4.0,6.0,,MFP,Museum Field Party,,,cranial,,,,occipital,,frag;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11194.0,Mary ,Romig,1984-03-23T00:00:00Z,,4101.0,Canis,dirus,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,forelimb,dist,rt,,ulna,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13766.0,Mary ,Romig,1984-08-24T00:00:00Z,,4101.0,Canis,dirus,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,hindlimb,diaph of,rt,,tibia,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14315.0,Mary ,Romig,1984-09-17T00:00:00Z,,4101.0,Canis,dirus,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,hindlimb,,lt,,lateral fabella,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17960.0,Mary ,Romig,1985-01-02T00:00:00Z,,4101.0,Canis,dirus,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,forelimb,prox,rt,V,metacarpal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19431.0,Mary ,Romig,1985-02-21T00:00:00Z,,4101.0,Canis,dirus,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,,,III,thoracic vertebra,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14729.0,Mary ,Romig,1984-10-12T00:00:00Z,,4182.0,Panthera,atrox,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,forelimb,,lt,,scapholunar,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15268.0,Mary ,Romig,1984-10-19T00:00:00Z,,4182.0,Panthera,atrox,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,hindlimb,greater trochanter epiph of,rt,,femur,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16111.0,Mary ,Romig,1984-11-07T00:00:00Z,,4182.0,Panthera,atrox,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,hindlimb,,lt,1st,tarsal phalanx,digit III,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14325.0,Mary ,Romig,1984-09-17T00:00:00Z,,4119.0,Mammalia,,questionable taxon,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,,,,rib,,frag; path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12024.0,Mary ,Romig,1984-05-10T00:00:00Z,,4109.0,Paramylodon,harlani,,2469.0,3.0,,C-3,,6.0,,"and 3, C-4, 8'",MFP,Museum Field Party,,,hindlimb,,lt,,fibula,,may fit with LACMHC 12023;,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11861.0,Mary ,Romig,1984-04-24T00:00:00Z,,4150.0,Smilodon,fatalis,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,,,VI,lumbar vertebra,,w broken processes;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11920.0,Mary ,Romig,1984-04-25T00:00:00Z,,4150.0,Smilodon,fatalis,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,,,VII,lumbar vertebra,,,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12297.0,Mary ,Romig,1984-06-14T00:00:00Z,,4150.0,Smilodon,fatalis,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,,,IV-V,lumbar vertebra,,IV and V lumbar articulated; w broken processes; path; ,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12390.0,Mary ,Romig,1984-06-15T00:00:00Z,,4150.0,Smilodon,fatalis,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,,,VI,lumbar vertebra,,w broken processes; path;,juv,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12604.0,Mary ,Romig,1984-06-25T00:00:00Z,,4150.0,Smilodon,fatalis,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,ant,,,caudal vertebra,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12609.0,Mary ,Romig,1984-06-25T00:00:00Z,,4150.0,Smilodon,fatalis,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,ant,,,caudal vertebra,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13227.0,Mary ,Romig,1984-08-07T00:00:00Z,,4150.0,Smilodon,fatalis,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,prox,rt,X,rib,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13616.0,Mary ,Romig,1984-08-20T00:00:00Z,,4150.0,Smilodon,fatalis,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,,lt,IX,rib,,path; ,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13651.0,Mary ,Romig,1984-08-23T00:00:00Z,,4150.0,Smilodon,fatalis,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,,rt,X,rib,,path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14326.0,Mary ,Romig,1984-09-17T00:00:00Z,,4150.0,Smilodon,fatalis,,2469.0,3.0,,C-3,,6.0,,,MFP,Museum Field Party,,,axial,dist,,,rib,,frag; w costal cartilage; path,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,10909.0,Mary ,Romig,1984-03-12T00:00:00Z,,4101.0,Canis,dirus,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,forelimb,diaph of,rt,,radius,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11195.0,Mary ,Romig,1984-03-23T00:00:00Z,,4101.0,Canis,dirus,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,forelimb,,rt,,ulna,,frag;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17767.0,Mary ,Romig,1984-12-21T00:00:00Z,,4111.0,Equus,occidentalis,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,cranial,,lt,,maxilla,,frag; w P3/,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17821.0,Mary ,Romig,1984-12-27T00:00:00Z,,4111.0,Equus,occidentalis,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,cranial,,,,occipital,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,18993.0,Mary ,Romig,1985-01-31T00:00:00Z,,4111.0,Equus,occidentalis,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,tooth,,lt,,P2/,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,19413.0,Mary ,Romig,1985-02-16T00:00:00Z,,4111.0,Equus,occidentalis,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,cranial ,ant,rt,,mandilble,,"frag; w /i2,3",,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14899.0,Mary ,Romig,1984-10-16T00:00:00Z,,4182.0,Panthera,atrox,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,forelimb,,lt,,trapezoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14923.0,Mary ,Romig,1984-10-16T00:00:00Z,,4182.0,Panthera,atrox,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,forelimb,,lt,,unciform,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15222.0,Mary ,Romig,1984-10-19T00:00:00Z,,4182.0,Panthera,atrox,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,forelimb,,rt,1st,carpal phalanx,digit 1,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15545.0,Mary ,Romig,1984-10-26T00:00:00Z,,4182.0,Panthera,atrox,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,hindlimb,,rt,,cuboid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16099.0,Mary ,Romig,1984-11-07T00:00:00Z,,4182.0,Panthera,atrox,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,hindlimb,,rt,1st,tarsal phalanx,digit V,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16132.0,Mary ,Romig,1984-11-07T00:00:00Z,,4182.0,Panthera,atrox,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,hindlimb,,rt,1st,tarsal phalanx,digit IV,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16559.0,Mary ,Romig,1984-11-14T00:00:00Z,,4182.0,Panthera,atrox,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,forelimb,,lt,2nd,carpal phalanx,digit V,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11328.0,Mary ,Romig,1984-03-30T00:00:00Z,,4150.0,Smilodon,fatalis,,5927.0,3.0,,C-3,,6.5,,,MFP,Museum Field Party,,,axial,,,III,lumbar vertebra,,w broken anapoph; path,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,10868.0,Mary ,Romig,1984-03-12T00:00:00Z,,4101.0,Canis,dirus,,2466.0,3.0,,C-3,,7.0,,,MFP,Museum Field Party,,,forelimb,prox,lt,,radius,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,10919.0,Mary ,Romig,1984-03-12T00:00:00Z,,4101.0,Canis,dirus,,2466.0,3.0,,C-3,,7.0,,,MFP,Museum Field Party,,,forelimb,diaph of,rt,,radius,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,11058.0,Mary ,Romig,1984-03-21T00:00:00Z,,4101.0,Canis,dirus,,2466.0,3.0,,C-3,,7.0,,,MFP,Museum Field Party,,,forelimb,,lt,,ulna,,frag;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13453.0,Mary ,Romig,1984-08-16T00:00:00Z,,4101.0,Canis,dirus,,2466.0,3.0,,C-3,,7.0,,,MFP,Museum Field Party,,,forelimb,,lt,III,metacarpal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,13478.0,Mary ,Romig,1984-08-16T00:00:00Z,,4101.0,Canis,dirus,,2466.0,3.0,,C-3,,7.0,,,MFP,Museum Field Party,,,forelimb,,rt,III,metacarpal,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
